0.000000	0.004333	0.011754	0.015933
0.010001	0.004333	0.006652	0.015933
0.030002	0.004333	0.006652	0.010830
0.050003	0.004333	0.006652	0.010830
0.070004	0.004333	0.016855	0.015933
0.090005	0.004333	0.006652	0.015933
0.110006	0.004333	0.006652	0.015933
0.130007	0.004333	0.011754	0.015933
0.150009	0.004333	0.006652	0.015933
0.170010	0.004333	0.006652	0.010830
0.190011	0.004333	0.006652	0.015933
0.210012	0.004333	0.001551	0.010830
0.230013	0.004333	0.011754	0.010830
0.250014	0.004333	0.011754	0.015933
0.270015	0.004333	0.006652	0.015933
0.290017	0.004333	0.011754	0.015933
0.310018	0.004333	0.006652	0.010830
0.330019	0.004333	0.006652	0.010830
0.350020	0.004333	0.006652	0.010830
0.370021	0.004333	0.011754	0.010830
0.390022	0.004333	0.011754	0.015933
0.410023	0.004333	0.006652	0.015933
0.430025	0.004333	0.011754	0.015933
0.450026	0.004333	0.006652	0.015933
0.470027	0.004333	0.001551	0.015933
0.490028	0.004333	0.006652	0.015933
0.510029	0.004333	0.006652	0.015933
0.530030	0.004333	0.006652	0.015933
0.550031	0.004333	0.016855	0.010830
0.570033	0.004333	0.011754	0.015933
0.590034	0.004333	0.006652	0.015933
0.610035	0.004333	0.006652	0.015933
0.630036	0.004333	0.011754	0.010830
0.650037	0.004333	0.011754	0.015933
0.670038	0.004333	0.006652	0.015933
0.690039	0.004333	0.006652	0.010830
0.710041	0.004333	0.011754	0.015933
0.730042	0.004333	0.006652	0.015933
0.750043	0.004333	0.006652	0.010830
0.770044	0.004333	0.006652	0.015933
0.790045	0.004333	0.011754	0.010830
0.810046	0.004333	0.011754	0.015933
0.830047	0.004333	0.006652	0.010830
0.850049	0.004333	0.011754	0.010830
0.870050	0.004333	0.006652	0.015933
0.890051	0.004333	0.011754	0.015933
0.910052	0.004333	0.006652	0.015933
0.930053	0.004333	0.006652	0.015933
0.950054	0.004333	0.006652	0.015933
0.970055	0.004333	0.006652	0.010830
0.990057	0.004333	0.006652	0.015933
1.010058	0.004333	0.006652	0.010830
1.030059	0.004333	0.006652	0.015933
1.050060	0.004333	0.001551	0.015933
1.070061	0.004333	0.006652	0.015933
1.090062	0.004333	0.006652	0.015933
1.110063	0.004333	0.011754	0.015933
1.130065	0.004333	0.011754	0.010830
1.150066	0.004333	0.011754	0.010830
1.170067	0.004333	0.006652	0.010830
1.190068	0.004333	0.001551	0.015933
1.210069	0.004333	0.006652	0.015933
1.230070	0.004333	0.011754	0.010830
1.250071	0.004333	0.006652	0.015933
1.270073	0.004333	0.006652	0.015933
1.290074	0.004333	0.006652	0.015933
1.310075	0.004333	0.006652	0.010830
1.330076	0.004333	0.006652	0.015933
1.350077	0.004333	0.006652	0.015933
1.370078	0.004333	0.006652	0.015933
1.390079	0.004333	0.001551	0.015933
1.410081	0.004333	0.006652	0.015933
1.430082	0.004333	0.006652	0.015933
1.450083	0.004333	0.011754	0.010830
1.470084	0.004333	0.011754	0.010830
1.490085	0.004333	0.011754	0.015933
1.510086	0.004333	0.011754	0.010830
1.530087	0.004333	0.006652	0.015933
1.550089	0.004333	0.006652	0.010830
1.570090	0.004333	0.011754	0.015933
1.590091	0.004333	0.011754	0.015933
1.610092	0.004333	0.006652	0.010830
1.630093	0.004333	0.006652	0.010830
1.650094	0.004333	0.006652	0.015933
1.670095	0.004333	0.006652	0.010830
1.690097	0.004333	0.006652	0.015933
1.710098	0.004333	0.016855	0.015933
1.730099	0.004333	0.006652	0.015933
1.750100	0.004333	0.001551	0.010830
1.770101	0.004333	0.006652	0.015933
1.790102	0.004333	0.006652	0.015933
1.810103	0.004333	0.001551	0.010830
1.830105	0.004333	0.011754	0.010830
1.850106	0.004333	0.006652	0.015933
1.870107	0.004333	0.006652	0.010830
1.890108	0.004333	0.006652	0.010830
1.910109	0.004333	0.006652	0.015933
1.930110	0.004333	0.006652	0.010830
1.950112	0.004333	0.006652	0.010830
1.970113	0.004333	0.006652	0.010830
1.990114	0.993999	6.572278	0.015933
2.010115	0.993999	1.445274	0.179237
2.030116	0.993999	1.378955	0.424192
2.050117	0.993999	1.384056	0.709974
2.070118	0.993999	-3.753150	1.005962
2.090120	0.993999	-0.554512	1.062097
2.110121	0.993999	0.782080	1.016168
2.130122	0.993999	0.659644	0.990652
2.150123	0.993999	0.527005	0.985549
2.170124	0.993999	0.496396	0.980446
2.190125	0.993999	0.491294	0.980446
2.210126	0.999101	0.496396	0.980446
2.230128	0.993999	0.491294	0.980446
2.250129	0.993999	0.491294	0.980446
2.270130	0.993999	0.486193	0.980446
2.290131	0.993999	0.486193	0.980446
2.310132	0.993999	0.481091	0.980446
2.330133	0.993999	0.486193	0.980446
2.350134	0.993999	0.491294	0.980446
2.370136	0.993999	0.491294	0.980446
2.390137	0.993999	0.496396	0.980446
2.410138	0.993999	0.481091	0.980446
2.430139	0.993999	0.486193	0.980446
2.450140	0.993999	0.491294	0.975342
2.470141	0.999101	0.491294	0.980446
2.490142	0.993999	0.481091	0.980446
2.510144	0.993999	0.491294	0.980446
2.530145	0.993999	0.481091	0.980446
2.550146	0.999101	0.491294	0.980446
2.570147	0.993999	0.491294	0.980446
2.590148	0.993999	0.491294	0.980446
2.610149	0.993999	0.491294	0.980446
2.630150	0.993999	0.481091	0.980446
2.650152	0.999101	0.491294	0.980446
2.670153	0.993999	0.481091	0.980446
2.690154	0.993999	0.475990	0.980446
2.710155	0.993999	0.491294	0.975342
2.730156	0.993999	0.501497	0.980446
2.750157	0.993999	0.486193	0.980446
2.770158	0.993999	0.491294	0.980446
2.790160	0.993999	0.486193	0.980446
2.810161	0.999101	0.481091	0.980446
2.830162	0.993999	0.486193	0.980446
2.850163	0.993999	0.491294	0.980446
2.870164	0.993999	0.491294	0.980446
2.890165	0.993999	0.486193	0.980446
2.910166	0.993999	0.486193	0.980446
2.930168	0.993999	0.486193	0.980446
2.950169	0.999101	0.475990	0.975342
2.970170	0.993999	0.486193	0.980446
2.990171	0.993999	0.486193	0.980446
3.010172	0.993999	0.491294	0.980446
3.030173	0.993999	0.491294	0.980446
3.050174	0.993999	0.491294	0.980446
3.070176	0.993999	0.486193	0.980446
3.090177	0.993999	0.486193	0.980446
3.110178	0.993999	0.491294	0.980446
3.130179	0.993999	0.491294	0.980446
3.150180	0.993999	0.491294	0.980446
3.170181	0.993999	0.491294	0.980446
3.190182	0.993999	0.481091	0.980446
3.210184	0.993999	0.491294	0.980446
3.230185	0.993999	0.486193	0.980446
3.250186	0.993999	0.486193	0.980446
3.270187	0.993999	0.491294	0.980446
3.290188	0.993999	0.481091	0.980446
3.310189	0.993999	0.486193	0.980446
3.330190	0.993999	0.481091	0.980446
3.350192	0.993999	0.496396	0.980446
3.370193	0.999101	0.486193	0.980446
3.390194	0.993999	0.496396	0.980446
3.410195	0.993999	0.491294	0.980446
3.430196	0.993999	0.481091	0.980446
3.450197	0.993999	0.486193	0.980446
3.470198	0.993999	0.491294	0.975342
3.490200	0.993999	0.486193	0.980446
3.510201	0.993999	0.486193	0.980446
3.530202	0.993999	0.486193	0.980446
3.550203	0.993999	0.486193	0.980446
3.570204	0.993999	0.491294	0.980446
3.590205	0.993999	0.486193	0.980446
3.610206	0.993999	0.486193	0.980446
3.630208	0.993999	0.491294	0.980446
